Lang,Text
eng,Gender dysphoria is not sexual.
eng,Gender dysphoria is a condition that usually begins in childhood.
eng,Jews are an ancient tribal people who originated in the Levant.
eng,She's no hero.
eng,Why does January feel longer than the other months with 31 days?
eng,The high and low are both below freezing.
eng,I'm a dork.
eng,I have chosen it because it is both interesting and instructive.
eng,She always takes care of me.
eng,"If I fall ill, mother grows very anxious."
eng,Honesty is a noble virtue.
eng,Tom has a cold heart.
fra,Cela dépasse mes attentes.
fra,Tu t'attendais à quoi ?
fra,Tu l'as vue ta sale tronche ?
fra,Quelle est l'importance de ce truc ?
fra,"Tu ne t'attendais pas à me voir, hein ?"
eng,"If you learn Klingon, you can answer the phone in it when telemarketers call."
eng,The myth that people who talk about suicide never follow through is deadly.
eng,Bangladesh is among the most densely populated countries in the world.
eng,Bengalis make up 99% of the total population of Bangladesh.
eng,"Bangladesh consists of eight divisions, 64 districts and 495 subdistricts."
eng,"There are 64 districts in Bangladesh, each further subdivided into subdistricts."
eng,The President of Bangladesh is elected by the parliament and has a five-year term.
eng,Most of Bangladesh's military equipment comes from China.
eng,Bangladesh is considered to be a middle power in global politics.
eng,Bangladesh joined the Commonwealth of Nations in 1972 and the United Nations in 1974.
eng,Bangladesh is the second largest economy in South Asia.
eng,"A child can't be transgender. ""Medically and empirically speaking, that statement is false."""
eng,Bangladesh is gradually transitioning to a green economy.
eng,There's no evidence for the existence of the Jebusites.
eng,Bangladesh was constitutionally proclaimed as the first secular state of South Asia in 1972.
eng,Bangladesh is the third-most populous Muslim-majority state in the world.
eng,The recorded history of art in Bangladesh can be traced to the 3rd century BCE.
eng,Kazi Nazrul Islam was a revolutionary poet who espoused political rebellion against colonialism and fascism.
eng,Muzharul Islam was the pioneer of Bangladeshi modern architecture.
eng,Over 200 newspapers are published in Bangladesh.
eng,Bangladesh Television is a state-owned television network.
eng,The Varendra Research Museum is the oldest museum in Bangladesh.
eng,This profession is now quite popular in Bangladesh as a career.
eng,The most important step in the Bangladesh Bank recruitment process is the written test.
eng,"Because of that, the global recession could not affect the economy of Bangladesh."
eng,Bangladesh has made a long term modernisation plan for its Armed Forces.
eng,Bangladesh Army has started an ambitious modernisation program for its infantry soldiers.
eng,The President of Bangladesh serves as the Commander-in-Chief of the Bangladesh Armed Forces.
eng,Bangladesh has consistently made large contributions to United Nations peacekeeping operations.
eng,"For once, media hyperbole matches reality."
fra,"C'est tout bon, merci."
fra,Le compte est bon.
fra,Merci de votre vigilance.
fra,Je passerai une coloscopie la semaine prochaine.
fra,Tu es passé à autre chose ?
fra,Il y a de fortes chances que tu ne payes rien.
fra,Il se pourrait qu'il soit malade.
fra,Il faut qu'il aille consulter un orthoptiste.
fra,Mon allergologue me l'a conseillé.
fra,"Plus il y a de cons, plus on rit."
fra,Tu es tout bleu.
fra,Tu es toute rose.
fra,C'est la première des choses que j'ai faite.
fra,Je n'ai absolument rien à t'offrir.
fra,Pourquoi tu me fais des reproches ?
fra,On s'est déjà vu ?
fra,On s'est déjà vu quelque part ?
fra,As-tu ouvert ta caisse ?
fra,Je dois fermer ma caisse.
fra,On est quitte ?
fra,Arrête de te plaindre tout le temps.
fra,"Ce n'est pas comme ça, banane !"
fra,Es-tu de garde ce samedi ?
fra,Je suis d'astreinte ce soir.
fra,J'ai vite appris la leçon.
fra,Comment puis-je procéder ?
fra,Comment m'y prendre ?
fra,Tu t'y prends bien.
fra,C'est pas mal du tout.
fra,Puis-je le faire ?
fra,Je peux le faire à ta place ?
fra,Tu es perdant quoique tu fasses.
fra,Je crois que j'ai parlé trop vite.
eng,I learned about this in psych.
eng,Are you still at Harvard?
eng,Tom led me to believe otherwise.
eng,"Snitches get stitches. ""Is that a threat?"" ""It's a statement of fact."""
eng,A gender dysphoria diagnosis has nothing to do with being good or bad at math.
eng,"Children diagnosed with gender dysphoria are persistent, insistent, and consistent in their gender identity."
eng,I took mushrooms.
eng,Tom sells magic mushrooms.
eng,It's just a sentence.
eng,Set and setting are important when doing psychedelics.
eng,What kind of mushrooms did you say were in those chocolates?
eng,Starlings can imitate human speech.
eng,Humans are the squishiest monkeys.
eng,Humans are the silliest monkeys.
eng,We're the funniest monkeys.
eng,Beg me to eat!
fra,Suppliez-moi pour que je mange !
deu,"Flehen Sie mich an, damit ich esse!"
deu,Bitten Sie mich um Essen!
eng,You are so funny and the Germans are crazy.
fra,Tu es tellement drôle et les Allemands sont fous.
deu,"Du bist so lustig, und die Deutschen sind verrückt."
eng,There are differences in the cuisine of different regions of Bangladesh.
eng,Mushfiqur Rahim has become the brand ambassador of Samsung Electronics Bangladesh.
eng,Bangladesh-Pakistan cricket series was going on at that time.
eng,Men don't have more of a right to sexual liberation than women.
eng,"In Britain, neither major party supports trans rights."
eng,How are we some all-powerful cabal if both major British parties are anti-trans?
eng,The owner of a construction company is not working-class.
eng,A farm worker is working-class; the owner of a farm is not.
eng,Imagine how strong a gorilla would be if it lifted.
eng,Gender confirmation surgery has an exceptionally low regret rate.
eng,Men don't have more of a right to cheat than women.
eng,Isn't there somebody you forgot to ask?
fra,Nous ne disposons pas de système de scan.
eng,"Gender-affirming care is controversial politically, not medically."
eng,They sent him home.
eng,The United States has 120 guns for every 100 people.
eng,"Eventually, the genre became stagnant."
eng,"I started, but I didn't finish."
eng,The roots also help aerate the soil to allow more water to infiltrate the ground.
eng,I twigged the whole game in a minnit.
eng,They need a sense of catharsis.
eng,"The report runs about 400 pages, excluding tables and appendices."
eng,Antimicrobial resistance is growing because of the widespread abuse and misuse of antibiotics.
fra,Tu as exagéré.
eng,"What time is your dentist's appointment? ""Tooth hurty."""
fra,Il se revendique athée.
fra,De quoi se revendique-t-il ?
fra,Il est de quelle obédience ?
fra,Est-il majeur ?
fra,Est-elle mineure ?
fra,Est-il favorable ?
fra,Tu es favorable à ce qu'on aille jouer ?
fra,C'est dans tes capacités ?
fra,Tu te retrouves ?
fra,"Vas-y là-bas, mon collègue y est."
fra,"Alors elle, c'est une vraie mytho !"
fra,"Hé, t'as la cote !"
fra,Je suis joyeux de nature.
eng,"It must be noted that the name ""Jerusalem"" predates ""Al-Quds"" by at least 28 centuries."
eng,The Babylonian Talmud is considered more authoritative than the Jerusalemite Talmud.
eng,Enchantments keep humans from ever learning about the hidden cities of the elves.
eng,Genius is insanity that's useful.
fra,Il est aussi bon que beau.
eng,"Once it cools, the agarose solidifies and the optical fibers are selectively removed using solvents."
eng,A denarius is a silver Roman coin worth 1/25th of a Roman aureus.
eng,"Each commission has representatives at the zonal, provincial and district levels."
fra,Ah oui ?
fra,Olé ! Olé !
fra,Il ne veux surtout pas rééditer pareille mésaventure.
fra,C'est de la fatigue musculaire.
fra,Ton réflexe musculaire est normal.
fra,Il est à l'origine de cette réussite.
fra,Revanche n'est pas vengeance.
fra,Il veut garder une lucidité musculaire pour passer les prochaines épreuves.
fra,Il faut y croire.
fra,Il ne faut surtout pas échouer.
fra,On a un lien familial très fort.
fra,Ils sont revenus en force.
fra,Ils l'ont remporté haut la main.
fra,Il s'apprête à fuir.
fra,C'était très frustrant de ne pas pouvoir gagner la partie.
fra,T'as pas honte ?
eng,Cattle ranchers also discovered their animals could eat the tree's leaves and fruits.
eng,Genius is useful insanity.
eng,Where's the stuff?
eng,Where's the other stuff?
eng,Let me see the stuff.
eng,"Let me see the stuff. ""Let me see the money."""
eng,The cat got in a fight.
eng,Cookie got in a fight with another cat.
eng,I don't eat anything that comes from an animal.
eng,"No oyster sauce, please."
eng,"I've had a long day, and I've got a lot of stuff to unload."
eng,Flesh-eating bees are the stuff of nightmares.
eng,Let's save our money and stay in.
eng,Tom is a traveling bard.
eng,You can't legally set a mousetrap in California without a hunting license.
eng,"Go where glory waits thee! But while fame elates thee, oh, still remember me!"
eng,"Here I'll be to meet you, said Jude."
eng,"Ah, yes, yes! Forgot all about it—all!"
eng,Jude dropped behind.
eng,There was to be no intellectual light from this source.
eng,The disappointment was followed by an interval of blankness.
eng,"This was Latin and Greek, then, was it, this grand delusion!"
eng,Cookie is my favorite dog ever.
eng,I love Iran and Iranians; it's their government I have a problem with.
eng,I love Shia Islam.
eng,I love Sunni Islam.
eng,Power and religion mix too well.
fra,"Un omnipraticien, c'est un médecin généraliste."
fra,Il faudrait un prélèvement pré-opérationnel.
fra,C'est une anesthésie générale ou locorégionale ?
eng,Western civilization is a recent historical construct.
eng,Am I supposed to not have a problem with such people?
eng,The way the Islamic Republic of Iran treats Jews only serves to strengthen Zionism.
eng,Zionism is stronger because of the Islamic Republic of Iran's treatment of Jews.
eng,Antisemitism fortifies Zionism.
eng,Doing nothing is the worst possible way of getting it wrong.
eng,We feel increasingly alienated from our work.
eng,How dare you even talk to me?
eng,A duck has just given birth to twelve little ducklings.
eng,It's human nature to form complex societies where we work together for our common benefit.
eng,Five is too young to pledge allegiance to a flag.
eng,Bring back the Kabyle flag.
eng,We should get rid of flags entirely.
eng,"If the cops' bodycams weren't on, they're lying about what happened."
fra,C'est une convenance personnelle.
eng,Do all dragons have wings?
eng,"Dave Chappelle won a Grammy for whining about being ""canceled."""
eng,Cancel culture is made up.
eng,"Opposition to ""cancel culture"" is a lucrative industry."
eng,The right loves its phantom enemies.
eng,People have always boycotted companies and products.
eng,Boycotts are a form of free speech.
eng,"Texas, Alabama, Utah, and Arizona abuse trans children."
eng,"Once you die, there's no coming back."
eng,"The January 6, 2020 insurrection in the United States was armed and violent."
eng,Are elementary school children old enough to learn about heterosexuality?
eng,"Hard passwords include a mix of upper- and lowercase letters, digits and special characters."
eng,"Comedy has always attacked LGBTQ people. ""Yes, and that's bad."""
eng,"Still, the GOP currently controls both chambers of 30 state legislatures."
eng,Denying medical treatment is a form of torture.
eng,Even Blaire White admits she knew she was trans when she was five.
eng,Puberty blockers have been approved by the FDA since the 1990s.
eng,No trans woman has ever been the top athlete at any women's sport.
eng,The best trans athletes have never exceeded the best cis athletes in any sport.
eng,Death is final.
eng,Death is guaranteed and irreversible.
eng,Everyone dies in the end.
eng,"Tom, where's my car?"
eng,It gives you a general sense of well-being.
eng,Tom told me John's been wearing a wire.
eng,No one has ever gone there before.
eng,I'll add it to my reading list.
eng,"Between the two of us, we're almost a functional person."
eng,I'm less afraid when I'm with you.
eng,I'm not afraid when you're with me.
eng,Stop blocking my sunlight.
eng,Conversion therapy kills.
eng,Conversion therapy killed Leelah Alcorn.
eng,Gender-affirming care is an evidence-based practice.
eng,Death is the end.
eng,The matter and energy making you up will never be destroyed.
eng,"I'm not a witch, but I know a few."
eng,I'd like to know you biblically.
eng,All any of us can do is find our own purpose.
eng,Capitalism is wage theft.
eng,"We're not immortal, but we are eternal."
eng,They've always been like that.
eng,Have you seen Hansel and Gretel?
eng,Tom's two-door is a pain to get into.
eng,I'm throwing Tom a going-away party.
eng,"George Hunt, you're an infernal scamp!"
eng,Nobody helped anyone out.
eng,I'm glad Tom is finally off the streets.
eng,I keep running into my ex-husband everywhere.
eng,What floor are you on?
eng,Why wouldn't Tom want to visit Boston?
eng,Why would Tom want to visit Boston?
eng,We knew Tom wasn't telling the truth.
eng,Most of us knew Tom wasn't telling the truth.
eng,We all knew Tom wasn't telling the truth.
eng,We all knew Tom was telling the truth.
eng,Most of us didn't know Tom was telling the truth.
eng,We're all spread out.
eng,Listen to everything Tom says.
eng,They're ugly as hatchlings.
eng,"Someone I can't stand lent me that book, funny enough."
eng,They've been proven guilty.
eng,I can't free myself from it.
eng,Tom will probably be drooling again.
eng,Humans are purposeful beings.
eng,"If I hadn't known that, I would have gone."
eng,Tom announced that he had decided to remain in the group.
eng,What kind of fish was it?
eng,Tom is a militant atheist.
eng,Is everyone interested?
eng,Use hand sanitizer.
eng,Does anybody else feel cold?
eng,I definitely don't want to read that.
eng,The capital of Laconia is Sparta.
eng,Isn't that a sentence?
eng,Gas giants probably have solid cores.
eng,"Things that seem impossible can't always be overcome, even with persistence."
eng,I heard a horse.
eng,Tom sprung awake.
eng,What gives Tom the right to say that?
eng,What gives you the right to say that?
eng,"It's very fragile, so be careful."
eng,Debugging isn't Tom's strong suit.
eng,I'll take one of each.
eng,I don't think Tom thinks that I think that.
eng,"Though born there, Tom has always hated Boston."
eng,I don't think it's feasible.
eng,They have the best green curry.
eng,Most snakes aren't poisonous.
eng,The cop switched off his bodycam.
eng,We have no hope of changing anything if we don't think change is possible.
eng,That wasn't a poem.
eng,My monitor isn't capable of 4K.
eng,We don't have to do it right this moment.
eng,It's feeding time.
eng,I have less than three dollars to my name.
eng,But isn't it true?
eng,Let's have some pudding.
eng,Kittens make me feel so warm and fuzzy inside.
eng,I used to want to be a hamster.
eng,Tom is accusing me of stealing his car.
eng,I sold my soul once.
eng,The results don't look promising.
eng,I'm still waiting for Tom to mellow out.
eng,All people are born into unequal circumstances.
eng,I didn't appreciate the gift at the time.
eng,"Tom, you're the last one out. Turn the light off."
eng,Do birds watch us?
eng,Do Tom and Mary know that you can't speak French?
eng,Barack Obama was a center-right president.
eng,"I think I'll take a nice, long nap."
eng,Tom has recently been getting into opera.
eng,Your son looks like Tom.
eng,Cats are highly tactile.
eng,You don't drink tequila anymore?
eng,It's true; my self-confidence is virtually zero.
eng,"I don't like Tom's music, but I don't hate it, either."
eng,Tom's got a terrible cough.
eng,Are you basing this on something you saw on TV?
eng,I should've known that only Tom could do a thing like that.
eng,I love nitrous oxide.
eng,It couldn't have gone any differently.
eng,Tom doesn't tell a lot of lies.
eng,"Tom doesn't tell a lot of lies, but the ones he tells are huge."
eng,I told Tom to pick up a case of beer on his way back.
eng,Tom doesn't know where he is most of the time.
eng,Those were dark times.
eng,We can't afford to live in Boston proper anymore.
eng,Tom was hired by John to be his bodyguard.
eng,Zoos are exploitative.
eng,Couldn't you help us just this once?
eng,Is it possible I'm not wrong?
eng,Tom's new cat loves me.
eng,I've never believed in destiny.
eng,I'm hungry and lonely.
eng,Tom wouldn't drive a hybrid.
eng,I don't want to learn any more languages.
eng,I couldn't separate the two.
eng,Chickpeas are so versatile.
eng,"Perhaps after a stay in the dungeon, you will be more willing to talk."
eng,I didn't go see Tom's band.
eng,I'll bet you Tom gets delayed.
eng,I want to learn American Sign Language.
eng,I wonder what sort of cuisine they have out there in the galaxy?
eng,I don't mind that Tom always smells like cigarettes.
eng,He reacted the way any caged animal would.
eng,Has Tom gone mute?
eng,We need high-speed rail here.
eng,Please don't pay any attention to me.
eng,The living matter more than the dead.
eng,Tom isn't a real lawyer.
eng,The soup got cold.
eng,I've never visited Boston without Tom.
eng,Tom expected Mary to rebuff his advance.
eng,"Tom, why are you wearing a fedora?"
eng,"The fedora doesn't work for you, Tom."
eng,They'll never hear me.
eng,Lenin wasn't Jewish by any definition.
eng,"You're going to be that guy, aren't you?"
eng,"If you want, we could learn French together."
eng,Cookie refused to eat the spam.
eng,"Objection, your Honor, this is hearsay!"
eng,They never tried to talk me out of it.
eng,Comedy can be used as a weapon.
eng,"That's not how it works! ""That's exactly how it works."""
eng,I'd like you to go find out for yourself.
eng,Tom isn't in his prime.
eng,I don't seen my uncle very often.
eng,We hate cockroaches because they remind us of all the waste we create.
eng,I would download a car.
eng,Do you guys want watermelon?
eng,Do you guys want honeydew and cantaloupe?
eng,You wouldn't say that to Tom's face.
eng,I met my worst enemy that way.
eng,Tom's dad is the custodian.
eng,I'm sure Tom didn't mean a word of it.
eng,Tom doesn't always know where I am.
eng,"I doubt Tom is a ghost, John."
eng,You're way more valuable than you understand.
eng,I think that was my first time seeing Tom neither high nor in withdrawal.
eng,There's so much left to do with our lives.
eng,Some of us yawned.
eng,We'll take it on a case-by-case basis.
eng,I eat raw kimchi whenever I'm taking antibiotics.
eng,Tom and Mary didn't think it would be so easy.
eng,No one will die.
eng,Lettuce is OK.
eng,We don't have enough for more.
eng,That applies to everything.
eng,"No one ever asks me about my wishes, sobbed the genie."
eng,Do grounding exercises.
eng,A schematic diagram shows how a 3D printer for food would work.
eng,Nobility is a scam.
fra,Ça ne vaut pas aussi pour toi ?
eng,Barack Obama is a committed capitalist.
eng,Capitalists are right-wing.
fra,C'est d'une injustice révoltante.
fra,Il est important de ne pas nous laisser distraire de ce but.
fra,"Allez rendre votre justice, rendez-la belle !"
fra,Nous allons nous rendre à l'ennemi.
eng,Being a tomboy and being a trans boy are two entirely different things.
fra,"Ce n'est pas vrai, impossible !"
fra,Il me faut une preuve tangible.
eng,There's a reason most people don't use 4chan.
eng,"I've got a lot of friends. ""That's because you're a drug dealer."""
eng,I love things like that.
eng,Tom has never told anyone otherwise.
eng,"Bangla, also known as Bengali, is the official and most widely spoken language in Bangladesh."
eng,Dhaka is the largest city and the capital of Bangladesh.
eng,"As we prepare to return home, we are already planning our next trip to Bangladesh."
eng,It was my first time visiting Rajshahi and I had an amazing time!
eng,One of my favorite parts of the trip was visiting the rural areas of Bangladesh.
eng,"Overall, my visit to Bangladesh was an incredible experience."
eng,Bangladesh is an independent country.
eng,"Bangladesh and China are two distinct countries with different cultural, political, and economic systems."
eng,"The economy of Bangladesh is primarily driven by agriculture, garment manufacturing, and remittances."
eng,Cricket is the most popular sport in Bangladesh.
eng,The economy of Bangladesh is mainly based on agriculture and the garment industry.
fra,Sors tes doigts du cul et vas bosser.
eng,We're lucky to live at the time we do.
eng,Remember to thank your local drug dealer.
eng,Marriage has a higher regret rate than gender-affirming care.
eng,"In many U.S. states, teenagers can get married to adults."
eng,Conservative U.S. states are rapidly making it illegal to be trans while living in them.
eng,I fled Ohio for New York state.
eng,Drag is an art form.
eng,Drag is not inherently sexual.
eng,Drag is an ancient art form.
eng,"Only some drag is sexual, just like only some movies are sexual."
eng,A lot of people like to go on the Internet and tell lies.
eng,Love doesn't just hurt.
eng,Love eases burdens.
eng,Love makes the world more colorful.
eng,He was beside the trellis up which climbed his treasured fuchsia.
eng,He still milks the camels at dawn every day.
eng,"They’re emerging from basements, sweeping away rubble, patching windows and beginning to rebuild their lives."
eng,"His disciples consider him a prophet, despite the former mathematics professor’s almost phlegmatic demeanor."
fra,T'as besoin de voir un médecin ?
fra,Mais il a fallu quand même les convaincre.
fra,Quelle est la suite ?
fra,Concentrons-nous là-dessus pour l'instant.
fra,Je l'ai tué du premier coup.
fra,"Le conseil que je peux te donner, c'est d'oublier."
fra,On va voir ce qu'il y a dessus.
fra,Où l'as-tu trouvée ?
fra,"S'il vous pose le moindre problème, n'hésitez pas à le descendre."
fra,Encore une affaire foireuse ?
fra,Vous êtes bien aimable.
fra,Écoute tes tripes avant que ta tête ne s'en aille.
fra,"Dans ces pays là, on flanque n'importe qui en taule et pour n'importe quoi."
fra,L'avez-vous traquée ?
fra,Tu l'as identifié ?
fra,Qu'allez vous faire maintenant ?
fra,L'ordinateur fait des caprices aujourd'hui.
eng,You might want to look that word up.
eng,"Can I ask you a question? ""No."""
eng,Google is free.
fra,Y a au moins une chose que vous savez ?
fra,"Il faut qu'on se tire d'ici, maintenant !"
fra,Je le désire autant que toi.
fra,Il faisais de la consultance.
fra,Je préservais son orgueil.
fra,Je dois lui dire au revoir.
fra,Ça t'ennuierait si je lui dis au revoir ?
eng,Capitalism is a scam.
eng,We thought they were extinct.
eng,My cousin defected from communist Hungary in the 1960s.
eng,Tom thinks he's going to fix the world's problems with vibes.
eng,Who owns your politician?
eng,Crystals possess no healing properties.
eng,"If alternative medicine worked, it would just be called medicine."
eng,This is your periodic reminder that countries aren't real; we made them up.
eng,The name of Lake Titicaca makes many English speakers giggle.
eng,"Sanctions are wrong. ""But Tom, don't you support BDS?"""
eng,"Israel has inflicted fifty Holocausts upon the Palestinian people. ""Wow. Israel killed 300 million Palestinians?"""
eng,The $1.3 billion bailout is aimed at kickstarting the country’s economy and restructuring its debt.
eng,"But when the test results are broken down by subgroup, the differences are dramatic."
fra,Ça me remplit de joie.
fra,Je vais donner au mieux.
fra,J'ai donné le meilleur de moi.
fra,Il continue à être devant.
fra,Il faut prendre des risques mais pas trop.
fra,Ça s'est joué sur peu.
eng,"Residents are known for dressing conservatively, if not for wearing clothes that are downright stodgy."
eng,"God bless you, and us with it!"
fra,"Que Dieu te bénisse, et nous avec !"
eng,I believe Tom can save the world.
eng,Life is but a dream.
eng,"Good morning, sunshine!"
eng,The Daily Mail supported British fascist Oswald Mosley.
eng,I think it was you.
eng,It's Reagan's fault.
eng,The damage could be catastrophic.
eng,Guess I'll die.
eng,He wasn't exceptional.
eng,Some people push back.
eng,"If his words were equivocal, his manner left their meaning unmistakable."
eng,"I want a big, dumb dog."
eng,Tom rickrolled me.
eng,We should both shower if we're going to do that.
eng,"As a rule, governments are worse than their peoples."
eng,He doesn't get us.
eng,Is Roger Waters a narcissist?
eng,Am I out of touch?
eng,No child is born hating trans people.
eng,Transphobia is taught by society.
eng,There's no hate like Christian love.
eng,The United States has a growing internal trans refugee crisis.
eng,Trans refugees need financial assistance as well.
eng,They are betting this thuggish regime will survive.
eng,Everything in the universe is either a potato or not a potato.
eng,"There's a video of Tom dancing to ""Dragostea Din Tei"" by O-Zone."
eng,Tom has an OnlyFans.
eng,Mary also has an OnlyFans.
eng,Most mass shooters were not diagnosed with any mental illness.
eng,We don't need a special day to love each other.
eng,Bangladesh is a country in South Asia.
eng,Bangladesh's capital and largest city is Dhaka.
eng,Bangladesh became an independent country in 1971.
eng,Most people in Bangladesh are Muslim.
eng,Bangladesh is slightly smaller than Tajikistan in terms of area.
eng,There are two main rivers in Bangladesh.
eng,"The Bengal delta has been ruled by Hindu rulers, Muslim rulers, and the British empire."
eng,Bangladesh is divided into eight administrative divisions.
eng,There are 64 districts in Bangladesh.
eng,Most of the Muslims in Bangladesh are Sunni.
eng,Bangladesh makes about 80 films a year.
eng,Eid ul-Fitr and Eid ul-Adha are major religious festivals in Bangladesh.
eng,Hadudu is the national sport in Bangladesh.
eng,The Constitution of Bangladesh was written in 1972.
eng,Hinduism is the second largest religious affiliation in Bangladesh.
eng,Infinite scrolling is user-hostile.
eng,Infinite scrolling is deliberately addictive.
eng,Infinite scrolling actively harms users to benefit corporate interests.
eng,Utilizing infinite scrolling on your website is a sign of either ignorance or sociopathy.
eng,J.K. Rowling has views that align with Nazis.
eng,Money breeds contempt.
eng,Tom went for a single-leg takedown.
eng,Tom went for a single-leg.
eng,"Tom went for a double-leg takedown, but John sprawled."
eng,Western civilization was made up during World War I.
eng,"LGBTQ people have been around longer than the concept of ""Western civilization."""
eng,Gamers are not an oppressed minority.
eng,I've gotten through many a panic attack by accepting the death I think is imminent.
eng,Christian nationalists are the problem.
eng,There were moneychangers in the Temple because Roman colonizer money wasn't accepted there.
eng,"Oh my God, I saw that."
eng,ACAB includes Tom.
eng,The Internet is a fad.
eng,Can you help me learn Rust?
eng,"The wealthy display their dazzling luxury, the poor drape themselves proudly in their rags."
eng,Daraprim usually retails for about $1.50 per pill in Australia and Britain.
eng,Aquaponics is the idea of producing vegetables and fish in the same closed system.
eng,"At the beginning of the broadcast, the debate announcers called each candidate's name."
eng,All over the shop floated the sneezy stuff.
fra,Ils ont établi le contact avec Mars.
fra,J'étudierai le rapport en question.
fra,Ils ont contribué à éviter une énorme catastrophe.
fra,J'ai pu réaliser ce qui se passait.
fra,Tu prendras la bonne décision ?
fra,C'est dans ton intérêt.
fra,Tu ne vas pas me la faire encore ?
fra,Il a déclenché la guerre.
fra,Ça c'est la question à 1 million de dollars !
fra,"C'est perturbant comme idée, n'est-ce pas ?"
fra,C'est une avancée spectaculaire.
fra,J'ai entendu dire qu'il est parti.
fra,Tu as une théorie différente ?
fra,"À cet égard, il est vraiment méritant."
fra,Laisse-moi te prouver que j'ai raison.
fra,Je suis dans une belle merde.
fra,Il ne faut pas qu'il tombe dessus.
fra,Je les ai interceptés.
fra,Nous tirerons avantage de chaque élément en notre possession.
fra,"C'est bon chérie, ça suffit !"
fra,"Vu le rendement de mon moteur, je n'irai pas bien loin."
fra,J'ai pris les choses en main.
fra,On a évité une extinction apocalyptique de justesse.
fra,Vous êtes d'humeur à discuter ?
fra,Avez-vous des contacts récents avec lui ?
fra,Nous savons très bien comment fonctionne le monde.
fra,"Vas-y, tente ta chance."
fra,Il faut passer à l'attaque.
eng,Neither is more correct than the other.
eng,I've had it up to here with Tom.
eng,It's not my first choice.
eng,It wouldn't be my first choice.
eng,"It wouldn't be my first choice, but it'd be fine."
eng,"It's not my first choice, but it's fine."
eng,No one's getting past that dragon.
eng,Ogrish is a simple language.
eng,That town is full of vampires.
eng,Everyone in that town has become a vampire.
eng,The elves' secret underground home is accessible through a hole in a tree.
eng,These cookies were made with love and magic.
eng,Raise the roof!
eng,We're going to slow things down.
eng,Tom has wings.
eng,Tom has a tail.
eng,Tom has horns.
eng,Tom has four arms.
eng,Tom has three eyes.
eng,Tom has a third eye on his forehead.
eng,Tom has antennae.
eng,"Tom has a second head, which he only uses to eat and drink."
eng,I was in denial of being an emo kid.
eng,It's a tough sell.
eng,It's a hard sell.
eng,It does exist.
eng,It's real to me.
eng,I saw you throw that at Tom.
eng,I saw you flick your tail.
eng,I saw you stick your claws out.
eng,Why is the fire you breathe that color?
eng,Only those who were able to flee the city survived.
eng,I hate my head.
eng,I shouldn't talk; I'm the same way.
eng,I was a social butterfly.
eng,It was my first time leaving Australia.
eng,"What is the meaning of this, Jackson?"
eng,There's a double rainbow!
eng,Communism is the goal.
eng,Are we the baddies?
eng,The soul survives the death of the body.
eng,What do you call a dragon without wings?
eng,The army of the dead is approaching.
eng,It's a ship full of living corpses.
eng,"The rabbi's grandson weaponized golems, selling them as soldiers to any state that could pay."
eng,An army of golems is approaching.
eng,Sholem was possessed by the dybbuk of a very evil man.
eng,"Take this, to put in the tzedakah box."
eng,Cats are delightful.
eng,We trained for this.
eng,We're trained for this.
eng,You had to have known Tom was recording our conversation with John in Boston.
eng,I wouldn't put it past the guy who killed Tom.
fra,Un peuple diverti est un peuple consentant.
eng,When will the New York Times start fact-checking its own Opinion section?
eng,Op-eds containing factual arguments should be subject to fact-checking.
eng,"J.K. Rowling is not a victim, nor does she even support free speech."
eng,J.K. Rowling uses aggressive litigation to silence her critics.
eng,J.K. Rowling is not the victim of her own crusade against trans people.
eng,"J.K. Rowling is one of the least ""canceled"" people on the planet."
eng,That Rowling is transphobic is not a matter of serious debate in 2023.
eng,What planet do fungi come from?
eng,I had a long conversation with a mushroom.
eng,Animals are closely related to fungi.
eng,Fungi are closer to animals than to plants.
eng,I'm glad Tom stopped dipping.
eng,The New York Times buried AIDS during its crucial early years.
eng,"He's dead, Tom."
eng,It's very suggestive.
eng,One hand cannot clap or weave silk.
fra,"Une seule main ne peut pas applaudir, ni tisser la soie."
eng,We at least oughta know each other's name.
eng,"This one is me, in anger."
fra,"Celui-là, c'est moi, en colère."
eng,Poverty is a policy choice.
eng,Homelessness is a policy choice.
eng,We are cognizant of the problem.
eng,"How can I take my meds if you're on my chest, kitty?"
eng,"When cats are upset, they let you know."
eng,"Cats communicate very clearly, but you have to know the language."
eng,I think he's a fool.
eng,No one has ever been killed or injured by cancel culture.
eng,Tom's been in the hospital ever since he was canceled on Twitter.
eng,When flaxseeds are wet they become very sticky on the outside.
eng,He can see the physio whenever he wants.
eng,"His supporters believe the charges are fabricated, and his opponents are calling for his resignation."
eng,A man kisses whom he may and loves whom he mayn’t.
eng,"However, recent industry figures show these bookshops are not only surviving, they are thriving."
eng,"Are you OK? ""Yes, everything's fine."""
eng,Is string theory wrong?
eng,"Was Charles Manson a victim of cancel culture, too?"
eng,Name one Charles Manson song.
eng,Tom's father was an ogre.
eng,Tom is half-ogre.
eng,Bisexuals are not more hedonistic than members of other sexualities.
eng,"It's pastors who are a threat to children, not drag queens."
eng,That's not what I came here to get.
eng,That's not what I came here to find.
eng,"She compares it to the unanswerable question: Which came first, the chicken or the egg?"
eng,It's behind that wall.
eng,There's an argument to be made that Tom Jackson lived in Boston.
eng,"Chickens evolved from other birds that laid eggs, so the egg came first."
eng,I want to read more about this.
